district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
CA-49,-0.241,35.600,46.74,Rep,26.40,-47.84,Dem,24.52,29.07,Rep,49.05,-23.11,Dem,59.30,-0.17,Dem,99.90,29.84,Rep,47.84
CA-50,9.583,26.800,34.94,Rep,54.00,49.05,Rep,31.76,39.41,Rep,46.03,12.22,Rep,95.08,9.52,Rep,99.90,47.85,Rep,33.57
CA-51,-21.972,63.600,-45.12,Dem,53.60,-54.30,Dem,38.15,-68.88,Dem,19.28,-48.01,Dem,48.59,-23.36,Dem,96.99,-21.91,Dem,99.80
CA-52,-7.358,80.200,-48.69,Dem,30.00,-54.23,Dem,23.69,22.47,Rep,48.80,-39.95,Dem,42.37,-7.44,Dem,99.80,-43.59,Dem,37.15
CA-53,-15.023,62.600,-49.46,Dem,37.00,-66.03,Dem,17.29,-54.09,Dem,30.95,-32.03,Dem,67.14,-14.89,Dem,99.90,-15.47,Dem,99.10
CO-01,-21.148,55.800,-58.74,Dem,30.60,-57.16,Dem,32.73,-51.20,Dem,42.17,-21.14,Dem,99.80,-20.71,Dem,99.00,-21.14,Dem,99.80
CO-02,-10.138,40.000,-27.65,Dem,66.60,31.48,Rep,32.76,-38.18,Dem,48.84,-36.77,Dem,51.06,-19.16,Dem,83.02,-10.30,Dem,99.90
CO-03,4.635,33.000,41.32,Rep,37.60,-41.60,Dem,27.11,43.81,Rep,33.53,22.44,Rep,67.47,4.70,Rep,99.60,17.17,Rep,76.91
CO-04,10.799,9.200,48.05,Rep,35.20,34.68,Rep,55.62,60.48,Rep,19.68,10.71,Rep,99.80,10.75,Rep,99.80,10.82,Rep,99.80
CO-05,11.401,14.400,45.64,Rep,39.20,34.89,Rep,56.02,47.51,Rep,35.94,13.49,Rep,96.18,12.10,Rep,98.59,11.53,Rep,99.80
CO-06,-3.533,57.600,-28.09,Dem,55.80,16.46,Rep,64.26,-42.68,Dem,34.14,-39.76,Dem,37.95,-3.47,Dem,99.60,-25.74,Dem,60.04
CO-07,-6.925,60.600,-47.43,Dem,31.20,-51.52,Dem,26.13,-53.92,Dem,23.72,-23.57,Dem,69.15,-6.97,Dem,99.70,-6.88,Dem,99.90
CT-01,-12.604,49.600,-55.69,Dem,26.60,-51.37,Dem,32.13,-49.37,Dem,34.74,-7.48,Dem,90.16,-12.73,Dem,99.80,-18.60,Dem,88.55
CT-02,-4.053,46.600,14.67,Rep,67.20,-56.26,Dem,19.10,-29.37,Dem,54.67,11.50,Rep,71.76,-4.19,Dem,99.90,-15.16,Dem,79.60
CT-03,-10.493,43.600,-33.86,Dem,56.40,-40.97,Dem,44.98,-68.30,Dem,12.85,-36.44,Dem,52.21,-10.55,Dem,99.80,-42.09,Dem,43.17
CT-04,-8.527,70.400,21.92,Rep,48.80,-28.64,Dem,62.71,18.69,Rep,52.86,-20.44,Dem,77.79,-8.52,Dem,99.90,-8.52,Dem,99.90
CT-05,-3.074,44.600,23.49,Rep,54.20,27.40,Rep,47.44,37.63,Rep,33.17,-18.06,Dem,72.76,4.71,Rep,85.63,14.86,Rep,67.94
DE-01,-7.603,53.800,-45.25,Dem,34.80,-29.87,Dem,59.10,-53.61,Dem,24.52,-24.56,Dem,68.54,-24.10,Dem,69.35,-39.06,Dem,44.02
FL-01,19.596,25.600,51.76,Rep,39.60,50.47,Rep,41.16,51.11,Rep,40.16,19.75,Rep,99.40,19.59,Rep,100.00,21.93,Rep,95.18
FL-02,17.782,35.400,36.84,Rep,62.80,43.53,Rep,50.40,40.67,Rep,55.42,14.16,Rep,93.17,17.76,Rep,100.00,17.76,Rep,100.00
FL-03,8.090,11.200,45.77,Rep,35.40,-13.64,Dem,61.51,60.72,Rep,17.49,7.98,Rep,99.90,8.05,Rep,99.90,-19.75,Dem,51.86
FL-04,14.108,52.000,35.32,Rep,60.00,59.47,Rep,23.29,29.64,Rep,70.08,26.10,Rep,76.51,18.11,Rep,91.97,14.22,Rep,99.60
FL-05,-12.671,75.600,-45.66,Dem,40.00,-41.13,Dem,47.64,-46.36,Dem,39.40,-42.69,Dem,45.03,-12.64,Dem,99.90,-26.60,Dem,73.57
FL-06,8.743,44.000,49.80,Rep,30.60,41.20,Rep,41.97,33.60,Rep,54.42,8.78,Rep,99.40,8.74,Rep,100.00,8.88,Rep,99.40
FL-07,-3.816,78.000,24.98,Rep,51.00,-24.50,Dem,62.51,-41.11,Dem,36.38,-32.23,Dem,49.45,-3.61,Dem,99.90,8.82,Rep,77.19
FL-08,10.534,30.000,52.77,Rep,28.60,23.49,Rep,75.30,36.86,Rep,51.41,24.02,Rep,74.30,10.46,Rep,100.00,10.67,Rep,99.60
FL-09,-6.442,44.200,-25.59,Dem,64.80,-23.42,Dem,68.67,-56.32,Dem,20.68,-26.96,Dem,62.65,-6.41,Dem,99.80,-6.61,Dem,99.80
FL-10,-13.485,60.600,18.80,Rep,46.00,-49.49,Dem,35.38,-52.73,Dem,30.95,-42.49,Dem,46.23,-28.69,Dem,70.75,-44.46,Dem,43.22
FL-11,16.002,37.200,54.76,Rep,31.80,59.76,Rep,24.52,56.32,Rep,28.94,16.03,Rep,99.90,16.07,Rep,99.90,16.09,Rep,99.90
FL-12,9.455,44.800,38.12,Rep,48.40,36.67,Rep,50.20,59.98,Rep,19.28,9.49,Rep,99.80,9.53,Rep,99.80,22.15,Rep,76.10
FL-13,-1.568,63.200,-39.20,Dem,36.40,52.88,Rep,18.09,-46.57,Dem,27.14,-1.58,Dem,99.90,-1.52,Dem,99.70,11.90,Rep,75.38
FL-14,-9.146,38.800,-45.01,Dem,36.80,-42.56,Dem,40.80,-56.05,Dem,23.12,-17.04,Dem,85.23,-8.93,Dem,99.50,-32.62,Dem,56.68
FL-15,5.098,32.800,39.40,Rep,41.00,-14.76,Dem,64.86,52.56,Rep,23.49,-13.94,Dem,66.06,9.25,Rep,92.37,-12.21,Dem,68.88
FL-16,5.490,46.600,32.47,Rep,52.00,34.29,Rep,48.59,57.69,Rep,18.47,24.25,Rep,65.66,5.58,Rep,99.80,30.23,Rep,55.22
FL-17,13.649,17.600,-23.11,Dem,38.80,43.17,Rep,45.38,54.57,Rep,28.92,26.47,Rep,75.30,13.68,Rep,99.60,36.47,Rep,56.63
FL-18,4.779,38.000,31.03,Rep,53.40,34.13,Rep,47.79,48.54,Rep,27.71,-31.91,Dem,39.16,18.27,Rep,74.90,37.82,Rep,42.37
FL-19,11.110,31.800,29.73,Rep,65.60,53.92,Rep,27.31,36.33,Rep,53.21,-13.05,Dem,57.63,11.16,Rep,99.80,27.95,Rep,68.27
FL-20,-29.540,44.400,-53.21,Dem,50.20,-37.98,Dem,81.61,-39.55,Dem,78.19,-22.34,Dem,84.82,-50.03,Dem,56.48,-29.48,Dem,99.90
FL-21,-9.703,45.400,-41.78,Dem,42.40,-35.92,Dem,52.26,-48.75,Dem,32.76,-39.07,Dem,46.83,-9.65,Dem,99.50,-9.68,Dem,99.70
FL-22,-7.946,43.000,-64.45,Dem,14.40,41.19,Rep,24.52,-36.98,Dem,47.84,-45.30,Dem,35.38,-15.72,Dem,85.43,-7.98,Dem,99.90
FL-23,-13.070,46.200,-59.56,Dem,22.40,16.66,Rep,49.05,-49.55,Dem,34.97,6.14,Rep,65.53,-13.04,Dem,99.90,-39.96,Dem,50.05
FL-24,-31.657,65.000,-58.52,Dem,43.80,-71.56,Dem,24.32,-62.23,Dem,37.79,-31.77,Dem,99.90,-26.42,Dem,88.44,-25.15,Dem,85.63
FL-25,0.916,53.400,48.21,Rep,25.60,-44.87,Dem,26.93,29.32,Rep,50.25,8.61,Rep,86.03,0.87,Rep,99.70,-22.15,Dem,59.10
FL-26,-8.073,51.800,-25.58,Dem,67.40,36.74,Rep,28.92,-32.82,Dem,55.02,-17.03,Dem,83.33,-8.04,Dem,99.60,-33.71,Dem,53.61
FL-27,-9.876,50.400,-41.62,Dem,42.80,-57.56,Dem,22.09,-46.90,Dem,35.34,-9.85,Dem,99.80,-23.60,Dem,74.30,-33.95,Dem,55.62
GA-01,7.137,20.200,49.90,Rep,29.00,-33.72,Dem,33.73,34.34,Rep,50.80,52.67,Rep,25.10,7.19,Rep,99.80,36.25,Rep,47.79
GA-02,-7.325,61.600,-47.59,Dem,31.60,-50.75,Dem,27.74,-43.18,Dem,37.79,-7.34,Dem,99.90,-7.48,Dem,99.90,14.55,Rep,61.31
GA-03,16.002,22.400,49.68,Rep,38.80,35.52,Rep,62.05,59.18,Rep,25.10,32.41,Rep,68.07,16.06,Rep,99.60,49.25,Rep,38.96
GA-04,-24.407,54.400,-55.25,Dem,39.80,-34.54,Dem,78.79,-46.58,Dem,55.08,-24.41,Dem,99.90,-22.00,Dem,95.08,-24.32,Dem,99.70
GA-05,-32.947,44.800,-70.66,Dem,26.80,-51.96,Dem,58.49,-63.24,Dem,37.79,-31.03,Dem,95.68,-24.74,Dem,82.01,-32.94,Dem,99.90
GA-06,6.362,45.000,-35.33,Dem,32.60,52.50,Rep,24.72,35.10,Rep,48.64,36.92,Rep,45.63,6.20,Rep,99.70,18.36,Rep,77.79
GA-07,7.107,18.400,30.96,Rep,57.00,35.87,Rep,48.59,45.13,Rep,34.54,7.10,Rep,100.00,7.18,Rep,99.80,13.18,Rep,88.76
GA-08,13.224,26.200,41.77,Rep,47.60,57.04,Rep,25.30,57.63,Rep,24.70,13.23,Rep,99.80,13.35,Rep,99.60,35.61,Rep,57.63
GA-09,27.739,35.800,58.82,Rep,39.00,75.91,Rep,16.68,27.80,Rep,99.90,27.91,Rep,99.70,39.51,Rep,74.97,27.82,Rep,99.90
GA-10,12.869,8.200,39.62,Rep,50.80,57.71,Rep,24.30,-9.70,Dem,59.84,20.58,Rep,85.34,12.72,Rep,99.80,42.30,Rep,45.78
GA-11,15.028,15.800,50.07,Rep,37.20,68.59,Rep,15.08,46.22,Rep,42.41,14.68,Rep,99.50,14.23,Rep,98.29,46.04,Rep,42.61
GA-12,7.067,12.400,59.38,Rep,18.80,43.26,Rep,37.15,41.23,Rep,40.16,7.00,Rep,100.00,11.06,Rep,92.57,31.01,Rep,56.43
GA-13,-20.406,80.200,-41.18,Dem,58.60,-52.32,Dem,39.56,-63.08,Dem,24.50,-20.42,Dem,100.00,-20.36,Dem,99.80,-45.22,Dem,51.41
GA-14,24.505,18.600,72.55,Rep,18.40,49.37,Rep,50.05,58.17,Rep,35.18,32.31,Rep,83.62,24.60,Rep,99.70,24.58,Rep,99.70
HI-01,-18.146,96.000,-48.18,Dem,43.00,-47.81,Dem,43.98,-36.52,Dem,63.86,-27.31,Dem,81.93,-18.15,Dem,100.00,-17.96,Dem,99.60
HI-02,-18.962,82.200,-68.21,Dem,17.80,-48.51,Dem,43.98,-50.51,Dem,40.56,-19.00,Dem,100.00,-18.96,Dem,100.00,-30.26,Dem,77.71
ID-01,17.895,24.600,49.79,Rep,40.80,63.02,Rep,22.31,38.52,Rep,59.50,28.78,Rep,78.39,18.01,Rep,99.70,17.80,Rep,99.70
ID-02,14.259,71.000,44.87,Rep,44.00,49.00,Rep,36.78,66.55,Rep,16.28,14.33,Rep,99.90,21.92,Rep,85.03,14.27,Rep,99.90
IL-01,-26.870,56.200,-71.86,Dem,19.80,-55.75,Dem,42.01,-58.02,Dem,38.39,-26.97,Dem,99.70,-26.85,Dem,99.90,-26.80,Dem,99.90
IL-02,-28.848,63.200,-60.75,Dem,36.20,-28.83,Dem,99.90,-45.68,Dem,63.92,-45.20,Dem,64.92,-26.66,Dem,95.48,-28.86,Dem,99.90
IL-03,-7.368,70.800,-35.21,Dem,49.60,-41.48,Dem,40.00,-59.83,Dem,17.89,-28.31,Dem,61.31,-7.39,Dem,99.90,-22.66,Dem,71.56
IL-04,-31.380,51.600,-54.57,Dem,50.60,-55.21,Dem,49.60,-50.89,Dem,57.83,-20.25,Dem,76.31,-35.74,Dem,90.36,-31.34,Dem,99.80
IL-05,-19.839,75.000,-45.53,Dem,49.60,-51.99,Dem,39.20,-55.23,Dem,34.37,-49.12,Dem,43.82,-19.89,Dem,99.90,-19.82,Dem,99.90
IL-06,0.346,32.400,32.13,Rep,45.60,-39.53,Dem,33.94,32.58,Rep,44.38,36.83,Rep,38.35,0.42,Rep,99.80,14.00,Rep,75.30
IL-07,-35.525,70.200,-60.75,Dem,45.60,-55.94,Dem,54.82,-35.45,Dem,99.40,-54.77,Dem,57.23,-35.45,Dem,99.40,-35.42,Dem,99.40
IL-08,-9.603,59.600,-43.33,Dem,40.00,16.13,Rep,55.02,-57.44,Dem,21.89,-9.50,Dem,99.80,-9.54,Dem,99.80,-9.63,Dem,100.00
IL-09,-18.827,25.800,-67.93,Dem,18.00,-29.05,Dem,79.72,-45.61,Dem,48.39,-33.25,Dem,71.49,-18.93,Dem,100.00,-36.10,Dem,66.06
IL-10,-11.442,88.600,-33.54,Dem,58.40,-23.42,Dem,77.19,-38.89,Dem,49.25,-11.29,Dem,99.70,-11.42,Dem,99.90,-19.46,Dem,84.82
IL-11,-10.107,76.000,-48.01,Dem,33.80,-27.47,Dem,67.47,-48.26,Dem,33.73,-29.21,Dem,64.46,-10.13,Dem,100.00,-10.18,Dem,100.00
IL-12,3.349,58.400,32.86,Rep,49.00,48.18,Rep,26.93,31.59,Rep,50.25,-19.15,Dem,60.10,3.25,Rep,99.70,-6.66,Dem,81.61
IL-13,1.448,53.400,41.46,Rep,33.80,-21.04,Dem,60.24,44.77,Rep,29.12,11.33,Rep,81.73,1.39,Rep,100.00,-38.84,Dem,33.73
IL-14,3.533,13.600,27.30,Rep,58.00,31.52,Rep,50.45,45.82,Rep,30.15,21.71,Rep,67.14,3.59,Rep,99.90,12.97,Rep,82.61
IL-15,18.845,63.800,67.44,Rep,19.40,72.83,Rep,13.87,50.31,Rep,40.40,20.97,Rep,95.68,18.94,Rep,99.90,18.69,Rep,99.90
IL-16,6.204,61.600,42.40,Rep,37.80,40.55,Rep,40.16,-21.98,Dem,51.41,31.14,Rep,54.82,6.40,Rep,99.40,-16.03,Dem,60.64
IL-17,-4.070,63.800,-65.02,Dem,11.80,-34.32,Dem,46.63,-42.50,Dem,34.77,-18.41,Dem,73.77,-3.99,Dem,99.90,21.36,Rep,55.48
IL-18,12.965,40.000,47.66,Rep,38.20,67.79,Rep,14.46,62.76,Rep,18.88,12.88,Rep,100.00,25.08,Rep,76.51,20.29,Rep,85.74
IN-01,-9.180,44.000,-49.29,Dem,31.00,-40.94,Dem,43.02,-47.34,Dem,33.77,-35.17,Dem,52.46,-9.19,Dem,99.90,-9.16,Dem,99.90
IN-02,9.420,41.200,29.97,Rep,62.40,46.19,Rep,35.78,43.21,Rep,40.00,28.14,Rep,65.13,9.42,Rep,99.90,36.56,Rep,50.45
IN-03,15.286,21.000,42.25,Rep,50.00,-22.99,Dem,36.78,44.69,Rep,45.23,15.33,Rep,99.90,15.47,Rep,99.70,39.81,Rep,53.47
IN-04,14.611,50.000,64.02,Rep,19.60,61.45,Rep,21.49,39.40,Rep,53.01,45.00,Rep,43.37,27.55,Rep,74.70,38.42,Rep,54.62
IN-05,7.246,49.800,61.18,Rep,17.60,50.83,Rep,27.34,54.37,Rep,23.32,7.33,Rep,99.90,7.15,Rep,99.90,7.34,Rep,99.90
IN-06,15.829,48.400,47.16,Rep,42.40,55.40,Rep,29.92,40.29,Rep,53.21,15.91,Rep,99.80,15.72,Rep,99.80,25.50,Rep,80.92
IN-07,-12.475,44.000,-16.95,Dem,91.40,-22.37,Dem,81.12,-47.12,Dem,37.95,-23.05,Dem,80.12,-12.48,Dem,100.00,-12.58,Dem,100.00
IN-08,13.090,50.200,37.89,Rep,54.40,39.70,Rep,50.45,53.58,Rep,29.55,12.95,Rep,99.70,13.01,Rep,99.70,13.09,Rep,99.90
IN-09,10.944,46.600,36.09,Rep,54.20,-29.71,Dem,34.17,49.81,Rep,32.16,19.53,Rep,83.82,11.01,Rep,99.70,10.99,Rep,99.90
IA-01,-2.535,59.400,-46.19,Dem,28.40,-28.82,Dem,53.41,-45.61,Dem,29.32,-27.00,Dem,56.22,-2.54,Dem,100.00,19.69,Rep,60.44
IA-02,-2.171,54.800,42.91,Rep,28.40,-31.58,Dem,48.64,-40.27,Dem,35.78,16.52,Rep,66.33,-2.13,Dem,99.50,22.56,Rep,56.28
IA-03,-0.241,56.200,-47.81,Dem,24.40,-37.84,Dem,36.58,-40.17,Dem,33.57,-21.31,Dem,62.31,-8.99,Dem,84.02,13.84,Rep,74.57
IA-04,9.005,18.600,-10.89,Dem,64.20,40.72,Rep,43.42,-25.69,Dem,41.81,17.39,Rep,84.22,8.99,Rep,99.90,39.14,Rep,45.63
KS-01,21.610,40.600,52.07,Rep,41.80,41.74,Rep,59.44,54.87,Rep,36.75,21.66,Rep,99.60,21.53,Rep,100.00,21.47,Rep,100.00
KS-02,8.076,24.000,37.33,Rep,48.00,38.76,Rep,45.03,-36.93,Dem,28.74,12.15,Rep,92.26,21.20,Rep,75.38,-11.89,Dem,64.52
KS-03,2.145,52.200,39.35,Rep,37.80,23.20,Rep,62.11,-31.04,Dem,43.42,-35.95,Dem,36.58,2.12,Rep,99.90,21.26,Rep,65.53
KS-04,13.286,23.000,59.81,Rep,23.20,24.53,Rep,78.39,48.29,Rep,36.98,37.89,Rep,53.67,30.58,Rep,66.93,18.22,Rep,90.45
KY-01,20.397,24.600,63.62,Rep,24.60,48.34,Rep,45.83,28.03,Rep,84.62,20.50,Rep,99.70,20.47,Rep,99.70,27.56,Rep,85.63
KY-02,17.056,53.000,49.47,Rep,40.00,59.67,Rep,25.50,55.17,Rep,31.33,29.44,Rep,75.50,17.11,Rep,99.60,24.20,Rep,85.54
KY-03,-7.097,45.000,-43.35,Dem,36.80,-56.55,Dem,20.90,-30.49,Dem,57.29,-7.16,Dem,99.70,-7.17,Dem,99.70,-7.02,Dem,99.90
KY-04,16.105,17.000,51.46,Rep,36.40,36.24,Rep,61.11,62.32,Rep,21.71,16.22,Rep,99.70,16.19,Rep,99.70,51.43,Rep,35.58
KY-05,27.412,87.200,27.40,Rep,99.40,35.67,Rep,82.21,61.52,Rep,33.57,27.38,Rep,99.90,27.66,Rep,99.50,55.59,Rep,43.22
KY-06,7.358,30.000,59.22,Rep,19.20,26.58,Rep,64.46,47.04,Rep,32.33,43.43,Rep,37.35,2.25,Rep,90.76,26.29,Rep,64.86
LA-01,21.274,35.000,35.37,Rep,71.80,71.59,Rep,16.27,45.42,Rep,52.01,24.20,Rep,93.78,21.36,Rep,99.40,21.44,Rep,99.40
LA-02,-25.416,52.800,-42.10,Dem,65.20,-46.45,Dem,56.83,-36.74,Dem,76.31,-25.53,Dem,100.00,-25.42,Dem,100.00,-25.48,Dem,100.00
LA-03,17.815,30.400,65.67,Rep,20.40,53.23,Rep,34.94,53.62,Rep,34.34,17.84,Rep,99.80,17.76,Rep,100.00,20.27,Rep,94.98
LA-04,10.864,25.600,26.27,Rep,71.40,51.55,Rep,29.92,45.23,Rep,38.76,10.76,Rep,100.00,10.95,Rep,99.80,20.25,Rep,82.13
LA-05,13.194,29.800,31.24,Rep,66.20,48.47,Rep,36.75,-24.00,Dem,38.76,13.23,Rep,99.80,13.26,Rep,99.80,13.36,Rep,99.40
LA-06,16.963,45.600,46.09,Rep,45.60,52.77,Rep,34.54,48.09,Rep,41.77,17.22,Rep,99.40,27.75,Rep,78.71,16.85,Rep,99.80
ME-01,-9.104,41.200,-29.73,Dem,61.40,-69.54,Dem,11.24,-53.19,Dem,26.51,-9.18,Dem,100.00,-9.13,Dem,100.00,-9.14,Dem,100.00
ME-02,0.500,71.600,39.33,Rep,35.80,-48.75,Dem,22.91,53.45,Rep,19.10,-23.81,Dem,57.09,0.54,Rep,99.70,19.31,Rep,65.93
MD-01,12.204,16.800,43.68,Rep,43.40,41.37,Rep,46.18,42.02,Rep,45.38,12.22,Rep,99.80,19.11,Rep,86.75,43.04,Rep,43.57
MD-02,-12.263,67.000,-38.04,Dem,51.80,19.64,Rep,45.83,11.74,Rep,57.49,-49.49,Dem,34.17,-12.22,Dem,99.90,-36.51,Dem,54.47
MD-03,-13.879,40.000,-49.23,Dem,36.00,-28.08,Dem,72.69,-43.11,Dem,45.78,-12.51,Dem,97.19,-33.92,Dem,61.85,-19.49,Dem,89.36
MD-04,-27.312,84.800,-44.74,Dem,63.00,-47.94,Dem,57.09,-57.16,Dem,40.20,-27.38,Dem,99.90,-27.35,Dem,99.90,-27.41,Dem,99.90
MD-05,-16.701,58.800,-47.52,Dem,42.20,-66.90,Dem,17.67,-50.12,Dem,38.35,-19.56,Dem,94.58,-16.84,Dem,100.00,-35.62,Dem,63.45
MD-06,-6.851,61.000,-50.37,Dem,27.60,-35.30,Dem,49.00,-31.92,Dem,54.62,-6.75,Dem,99.80,-6.82,Dem,99.80,-19.23,Dem,77.11
MD-07,-25.613,62.000,-43.35,Dem,63.00,-51.43,Dem,47.84,-49.93,Dem,50.45,-25.70,Dem,99.70,-13.76,Dem,75.98,-25.65,Dem,99.90
MD-08,-14.828,30.000,-65.57,Dem,17.60,-70.46,Dem,13.65,-30.03,Dem,70.68,-14.79,Dem,99.80,-14.82,Dem,99.80,-14.57,Dem,99.20
MA-01,-12.473,46.000,-38.80,Dem,51.00,-25.42,Dem,75.30,-44.58,Dem,41.57,-21.60,Dem,82.73,-12.47,Dem,99.80,-12.37,Dem,99.60
MA-02,-9.836,25.800,-44.50,Dem,38.40,-22.90,Dem,75.30,-62.42,Dem,17.27,-44.22,Dem,38.76,-9.69,Dem,99.80,-9.86,Dem,100.00
MA-03,-9.621,42.400,-46.16,Dem,35.80,-28.27,Dem,65.26,-45.29,Dem,37.15,-9.47,Dem,99.60,-9.58,Dem,99.80,-9.66,Dem,100.00
MA-04,-9.985,41.800,-48.68,Dem,32.60,-49.61,Dem,31.53,-35.82,Dem,52.61,-10.01,Dem,100.00,-9.90,Dem,99.80,-10.01,Dem,100.00
MA-05,-18.647,43.200,-59.35,Dem,27.20,-62.43,Dem,23.52,-41.81,Dem,54.67,-38.66,Dem,60.30,-18.62,Dem,99.90,-18.65,Dem,99.90
MA-06,-7.154,60.400,-34.22,Dem,50.80,-39.97,Dem,42.21,-36.37,Dem,47.64,6.88,Rep,74.57,-7.12,Dem,99.90,-18.36,Dem,79.20
MA-07,-32.545,91.400,-49.13,Dem,63.40,-36.57,Dem,91.37,-61.09,Dem,40.76,-32.55,Dem,100.00,-32.79,Dem,99.60,-27.42,Dem,88.55
MA-08,-10.783,54.800,-29.78,Dem,63.80,-32.88,Dem,58.69,-43.93,Dem,40.60,-10.68,Dem,99.90,-10.66,Dem,99.90,-36.42,Dem,52.66
MA-09,-5.739,51.200,-44.48,Dem,33.80,20.91,Rep,53.41,26.95,Rep,44.58,-21.84,Dem,70.48,-5.75,Dem,100.00,-5.73,Dem,99.80
MI-01,7.563,39.400,36.06,Rep,49.20,-12.46,Dem,64.46,-29.45,Dem,38.76,25.48,Rep,66.87,23.13,Rep,70.88,28.93,Rep,60.64
MI-02,7.786,19.800,36.41,Rep,48.80,47.43,Rep,32.13,49.17,Rep,29.72,40.30,Rep,42.37,7.67,Rep,100.00,16.93,Rep,82.73
MI-03,4.340,51.800,-24.67,Dem,49.80,43.28,Rep,34.14,47.61,Rep,28.51,-19.55,Dem,58.03,4.27,Rep,100.00,30.18,Rep,53.82
MI-04,8.294,44.600,61.03,Rep,18.40,29.84,Rep,60.30,49.02,Rep,30.75,23.33,Rep,71.96,8.12,Rep,99.70,8.27,Rep,99.90
MI-05,-6.697,42.200,-34.70,Dem,49.60,25.15,Rep,45.98,23.72,Rep,47.79,-6.66,Dem,99.80,-13.88,Dem,86.75,13.74,Rep,63.65
MI-06,2.597,46.400,-30.33,Dem,43.80,-50.43,Dem,19.68,-21.19,Dem,58.43,2.50,Rep,100.00,-12.13,Dem,73.49,39.84,Rep,36.75
MI-07,5.108,25.600,58.42,Rep,18.60,-40.31,Dem,27.94,-37.77,Dem,30.95,5.22,Rep,99.70,16.06,Rep,79.80,15.67,Rep,80.40
MI-08,2.566,41.800,33.55,Rep,46.60,32.02,Rep,48.04,39.53,Rep,37.19,21.96,Rep,64.72,2.53,Rep,99.90,2.38,Rep,99.70
MI-09,-5.883,25.400,30.19,Rep,40.80,18.67,Rep,57.09,-49.79,Dem,27.34,10.74,Rep,70.15,-6.02,Dem,99.50,-17.44,Dem,78.59
MI-10,11.070,43.400,40.28,Rep,47.20,39.52,Rep,47.79,47.75,Rep,35.34,25.16,Rep,73.09,11.18,Rep,99.60,10.98,Rep,100.00
MI-11,2.607,34.000,20.81,Rep,67.40,41.60,Rep,34.34,21.19,Rep,66.06,40.95,Rep,35.14,2.46,Rep,100.00,-10.21,Dem,76.91
MI-12,-14.828,51.400,-44.68,Dem,44.60,22.90,Rep,37.55,-53.80,Dem,31.12,-43.46,Dem,46.59,-14.88,Dem,100.00,-41.35,Dem,50.40
MI-13,-31.142,93.400,-51.76,Dem,55.60,-57.84,Dem,44.22,-73.34,Dem,21.71,-31.13,Dem,99.90,-31.27,Dem,99.70,-31.03,Dem,99.90
MI-14,-29.174,66.800,-71.69,Dem,22.00,-36.38,Dem,84.54,-53.11,Dem,50.20,-29.54,Dem,99.40,-34.11,Dem,89.56,-16.79,Dem,74.10
MN-01,3.334,32.200,-25.07,Dem,50.40,50.54,Rep,24.32,44.71,Rep,31.16,45.17,Rep,30.55,3.24,Rep,99.70,-20.37,Dem,58.09
MN-02,0.300,47.400,40.03,Rep,34.80,-46.06,Dem,25.93,-49.30,Dem,22.51,-16.12,Dem,70.35,0.41,Rep,99.90,21.33,Rep,62.51
MN-03,-2.484,63.200,-33.01,Dem,46.40,-23.59,Dem,61.91,-25.89,Dem,58.29,-28.17,Dem,54.27,-12.80,Dem,81.21,-13.75,Dem,79.40
MN-04,-14.458,48.400,-33.50,Dem,63.20,-49.93,Dem,35.78,-30.90,Dem,68.54,5.87,Rep,62.91,-14.55,Dem,99.90,-12.11,Dem,95.48
MN-05,-25.381,90.200,-45.92,Dem,57.40,-70.72,Dem,19.88,-51.61,Dem,47.19,-25.31,Dem,99.80,-29.43,Dem,91.57,-25.37,Dem,99.80
MN-06,10.357,37.600,46.55,Rep,36.80,53.02,Rep,27.51,40.09,Rep,45.78,31.52,Rep,60.24,10.43,Rep,99.40,20.23,Rep,81.12
MN-07,10.220,55.800,-32.69,Dem,31.00,64.17,Rep,15.88,53.42,Rep,27.14,44.40,Rep,38.99,6.58,Rep,93.27,-12.46,Dem,59.90
MN-08,2.474,55.600,37.80,Rep,40.20,38.19,Rep,38.99,40.01,Rep,36.58,16.61,Rep,74.37,2.53,Rep,99.90,-15.80,Dem,66.93
MS-01,14.444,21.000,48.82,Rep,38.40,22.98,Rep,83.53,38.53,Rep,54.42,14.54,Rep,99.60,12.84,Rep,96.99,33.61,Rep,63.05
MS-02,-15.263,34.400,-55.72,Dem,28.80,-49.56,Dem,37.39,-51.09,Dem,35.18,-46.64,Dem,42.01,-22.75,Dem,85.43,-37.44,Dem,57.49
MS-03,11.298,35.600,29.36,Rep,66.60,43.80,Rep,41.57,70.40,Rep,11.65,46.23,Rep,37.75,11.13,Rep,99.60,20.95,Rep,81.73
MS-04,19.193,38.200,56.52,Rep,32.40,43.17,Rep,53.21,59.98,Rep,27.11,22.62,Rep,92.97,25.38,Rep,87.35,24.86,Rep,88.55
